Question_ID,Question,Category,Ground_Truth,Generated_Answer,MRR,F1,Recall@K,Response_Time,Error_Type,Rank,Confidence
12,Which of the following is true of Robert McNamara?,comparative,He was appointed to the presidency in 1968,Herbert 's work is a critique of the state .,0.5,0.11111111111111112,1,3.283,Generation Error (Low Overlap),2,0.03383407768304236
13,Which of the following is true of the Renaissance?,comparative,The Renaissance was a time of freethinking.,"The relevant sentence in the passage is: Other Renaissances The term Renaissance has also been used to define periods outside of the 15th and 16th centuries in the earlier Medieval period . Other historians have argued for a Carolingian Renaissance in the 8th and 9th centuries , Ottonian Renaissance in the 10th century and for the Timurid Renaissance of the 14th century . Other historians have argued for a Carolingian Renaissance",1.0,0.16666666666666669,1,8.351,Generation Error (Low Overlap),1,0.01995530012771392
14,Which of the following is not a function of rate R: a) the capacity derived earlier b) the rate of rate C c) the rate of rate R d) the rate of rate C e) the rate of rate R f) the rate of rate C  the capacity derived earlier e) the rate of rate C  the capacity derived earlier e) the rate of rate C  the capacity derived earlier f,comparative,a) the capacity derived earlier, n  0  displaystyle varepsilon _  n  rightarrow 0 ,1.0,0.0,1,5.264,Generation Error (Low Overlap),1,0.0
15,What is the difference between oceanic crust and continental crust?,factual,oceanic crust is formed at sea-floor spreading centers . continental crust is formed through arc volcanism and acc,The location of the plates is called a plate.,1.0,0.08695652173913045,1,2.754,Generation Error (Low Overlap),1,0.03156316578552829
16,What may be the reason for their use of HDL languages ?,inferential,They want to emulate the syntax and semantics of the C programming language .,The relevant sentence in the passage is:,1.0,0.10526315789473684,1,2.58,Generation Error (Low Overlap),1,0.04078386590264891
17,"Which of the following is not a type of calculus: multiplication, division, or trigonometry?",factual,trigonometry,History of computing,1.0,0.0,1,2.814,Generation Error (Low Overlap),1,0.0
18,What is the fourth generation of programming language called ?,factual,(iv),"Fortran was designed for scientific calculations , without string handling facilities .",1.0,0.0,1,3.283,Generation Error (Low Overlap),1,0.0
19,What is the narrator likely to do next?,inferential,They are likely to look at the colouring .,"The relevant sentence in the passage is: Michael believes the humans would have improved if given a push in the right direction , which gives him a new idea ; Gen reluctantly agrees and resets the humans ' memories . Eleanor returns to Earth right before her death , but she is saved by an unseen person . Eleanor quits her shady pharmaceutical job , joins an environmental group , and seeks to",0.0,0.09230769230769231,0,8.487,Retrieval Error (Source Not Found),N/A,0.010875081563111724
20,Which country was the first to be annexed by the British?,factual,India,"The relevant sentence in the passage is: Britain continued to expand by colonizing countries such as New Zealand and Australia , both of which were not empty land",0.5,0.0,1,4.466,Generation Error (Low Overlap),2,0.0
21,Which of the following is true about the Arkansas?,comparative,It is a river,"Tensas Basin , it is now known that it was not active at the time of the passage of the Adams–Ons Treaty .",1.0,0.17391304347826086,1,4.15,Generation Error (Low Overlap),1,0.04189666188346443
22,Which of the following is true of the law ?,comparative,The law is open .,"The first group comprises principles such as the accessibility , clarity , and prospective nature of the law ; the stability of the law ; and the compliance of lawmaking with  open , stable , clear and general rules '' that create a stable framework , with such rules empowering authorities to make orders and providing guidelines for the exercise of such powers .",1.0,0.1739130434782609,1,7.476,Generation Error (Low Overlap),1,0.023259735653104303
23,Which of the following is true of Jesus ?,comparative,Jesus is a Christian .,Jesus was not a violent person,1.0,0.3636363636363636,1,2.466,Success,1,0.1474002284703541
24,What may be the reason for the vacancy?,inferential,A successor was not elected within the deadline .,The narrator believes that the unemployment rate is cyclically neutral .,0.2,0.2105263157894737,1,3.163,Success,5,0.06653802648213455
25,Which place is the capital of the county?,comparative,Dratang,"Tibetans had a right to a fair trial , the county was renamed Dranang County.",1.0,0.0,1,4.167,Generation Error (Low Overlap),1,0.0
26,Which of the following is true of the Khalji dynasty?,comparative,The Khalji dynasty conquered much of central India.,The Khalji dynasty conquered much of central India while forcing the principal Hindu kingdoms of South India to become vassal states. The sultanate ushered in a period of Indian cultural renaissance .,1.0,0.39999999999999997,1,5.812,Success,1,0.06881128505074831
27,Which team did Hickersberger play for?,comparative,Austria national football team,He played for Austria Wien,1.0,0.22222222222222224,1,2.333,Success,1,0.09521089212605922
28,Which of the following is true of the Judiciary Act of 1789 ?,comparative,The Judiciary Act of 1789 was a bill passed by Congress .,"Constitution is not in force, the Supreme Court will rule that the law is in conformity with the constitution.",0.5,0.07407407407407407,1,3.957,Generation Error (Low Overlap),2,0.018715026294611945
29,Which of the following is true of the theory of tectonic plates ?,comparative,The theory of tectonic plates is based on continental drift .,"The relevant sentence in the passage is: While Earth is the only planet known to currently have active plate tectonics , evidence suggests that other planets and moons have experienced or exhibit forms of tectonic activity .",1.0,0.22222222222222224,1,5.148,Success,1,0.04315832632010531
30,What is the main reason for the lack of integration in schools?,factual,structural barriers,learning,1.0,0.0,1,2.135,Generation Error (Low Overlap),1,0.0
31,Which of the following is true of the author ?,comparative,They are a scientist .,The author is a fictional character .,0.25,0.3333333333333333,1,2.584,Success,4,0.12894906511927787
32,"Which of the following is not a characteristic of a deep neural network : a synapse , a recurrent neural network , or a recurrent neural network ?",factual,a synapse,Deep learning is a new field of artificial intelligence .,0.5,0.16666666666666669,1,3.762,Generation Error (Low Overlap),2,0.04429090264859598
33,What may be the reason for the lack of solutions ?,inferential,The problem is not solved .,complexity theory agnostic,0.0,0.0,0,2.472,Retrieval Error (Source Not Found),N/A,0.0
34,Which of the following is not a characteristic of a person :,factual,a person who is a sex slave,is conquered,0.0,0.25,0,2.318,Retrieval Error (Source Not Found),N/A,0.10780508840017249
35,Which of the following is true? (A) The system is more reliable than a single machine. (B) The system is more expensive than a single high-end computer. (C) The system is more reliable than a single high-end computer.,multi-hop,(A)," distributed computing '' ,  distributed programming '' , and  distributed algorithm '' .",1.0,0.0,1,3.898,Generation Error (Low Overlap),1,0.0
36,Which of the following is true of WEA Sydney ?,comparative,WEA Sydney is a non-government organisation .,"The relevant sentence in the passage is: WEA in New South Wales split into WEA Sydney , WEA Hunter in Newcastle ( now Atwea College ) and WEA Illawarra in Wollongong .",1.0,0.1875,1,5.944,Generation Error (Low Overlap),1,0.03153910849453322
37,What is the best title of the passage?,inferential,Business,Jesus is a miracle,0.0,0.0,0,2.336,Retrieval Error (Source Not Found),N/A,0.0
38,What is the most likely reason that the term data-base was first used ?,comparative,Because it was a common language .,The context of the passage is a list of possible uses for the term .,1.0,0.2105263157894737,1,3.087,Success,1,0.06817562039814562
39,What may be the reason for the use of FOAF files ?,inferential,They allow governments to control the content of online information .,semantic web,1.0,0.0,1,2.556,Generation Error (Low Overlap),1,0.0
40,What is the n-person game ?,factual,(iii),Game Theory,1.0,0.0,1,2.658,Generation Error (Low Overlap),1,0.0
41,Which of the following is true according to the passage? (A) The game is a game of chess. (B) The game is a game of chess. (C) The game is a game of chess.,multi-hop,(C),"moves , chooses either F or U ( fair or unfair ) .",1.0,0.0,1,3.192,Generation Error (Low Overlap),1,0.0
42,What is the most likely reason that Alan Turing was a philosopher ?,inferential,Alan Turing was a philosopher .,"philosophy, AI can be a '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' '' ''",0.3333333333333333,0.16666666666666666,1,8.773,Generation Error (Low Overlap),3,0.01899551705797432
43,Which of the following is true according to the passage? (A) The computer is a computer. (B) The computer is a computer. (C) The computer is a computer.,multi-hop,(C),computer science and mathematics,0.0,0.0,0,2.382,Retrieval Error (Source Not Found),N/A,0.0
44,Which of the following is true of Sam Mendes ?,comparative,He is a British film director .,Oz the Great and Powerful,0.5,0.0,1,2.41,Generation Error (Low Overlap),2,0.0
45,Which of the following is not a type of algorithm: algorithm or heuristic?,comparative,heuristic,Reduction of complexity,1.0,0.0,1,2.293,Generation Error (Low Overlap),1,0.0
46,Which of the following is true according to the passage? _ .,multi-hop,(iii).,The narrator is a Christian .,0.0,0.0,0,3.04,Retrieval Error (Source Not Found),N/A,0.0
47,What is the main reason that Japan was responsible for attacking neutral nations without a declaration of war ?,factual,Japan was responsible for attacking neutral nations without a declaration of war .,The wars had a profound effect on the course of world history .,1.0,0.24000000000000002,1,3.508,Success,1,0.06839555428897122
48,What may be the reason for the writer to change the question?,inferential,To make the question more interesting,Date is '',0.0,0.0,0,2.373,Retrieval Error (Source Not Found),N/A,0.0
49,What is the main reason for the rise in nationalists?,factual,demand for autonomy and a separate existence,The relevant information to answer the above question is: The rise of globalism in the late 20th century led to a rise in nationalism and populism in Europe and North America .,1.0,0.12903225806451613,1,4.588,Generation Error (Low Overlap),1,0.028117728931034237
50,Which of the following is true of the emblem of the Red Cross ?,comparative,The emblem is a symbol of protection .,laws of war address : declarations of war ; acceptance of surrender ; the treatment of prisoners of war ; the avoidance of atrocities ; the prohibition on deliberately attacking non-combatants ; and the prohibition of certain inhumane weapons .,1.0,0.1875,1,6.471,Generation Error (Low Overlap),1,0.028970951792336216
51,Which of the following is true of the man ?,comparative,He is a Christian .,The relevant sentence in the passage is: By pursuing his own interest he frequently promotes that of the society more effectually than when he really intends to promote it,0.0,0.06451612903225806,0,4.363,Retrieval Error (Source Not Found),N/A,0.014783714260370772
52,What is the rule of law ?,factual,"The rule of law is a system of laws , institutions , norms , and country commitment that uphold four universal principles : Accountability : the government and its officials and agents are accountable under the law . Just Law : the law is clear , publicized , and stable , and is applied evenly . It ensures human rights as well as properly , contract , and procedural rights . Open Government : the processes enforced",The text is a biography of Ronald Dworkin .,1.0,0.17857142857142855,1,3.016,Generation Error (Low Overlap),1,0.059188408542071115
53,What is the legal term for a contract that is not a nominate contract?,factual,codified law,"The relevant sentence in the passage is: Contracts for sale , gift , lease , and insurance are generally regulated as nominate contracts.",1.0,0.0,1,4.62,Generation Error (Low Overlap),1,0.0
54,"What was the name of the group that hacked into American defense contractors , universities , and military base networks?",factual,the Soviet KGB,"The relevant information to answer the above question is: In 1988 , many started to slow down , because they were running a malicious code that demanded processor time and that spread itself to other computers – the first internet computer worm .",1.0,0.05,1,5.225,Generation Error (Low Overlap),1,0.009567546880979718
55,"What may be the reason for the term "" computer science ""?",inferential,a scientific discipline,"The relevant sentence in the passage is: CSAB identifies four areas that it considers crucial to the discipline of computer science : theory of computation , algorithms and data structures , programming methodology and languages , and computer elements and architecture .",1.0,0.05555555555555555,1,5.886,Generation Error (Low Overlap),1,0.009436989222958306
56,Which of the following is true of the team Eurasia Motorsport formerly known as:,comparative,It is a team from the Philippines,Formula BMW Pacific series,1.0,0.0,1,2.292,Generation Error (Low Overlap),1,0.0
57,What may be the reason for the graph being a weighted graph ?,inferential,The graph is a weighted graph .,G .,0.0,0.25,0,2.221,Retrieval Error (Source Not Found),N/A,0.11251125112511251
58,What may be the reason for their trip?,inferential,To see the Conwy Valley Railway Museum,globalization,0.0,0.0,0,2.148,Retrieval Error (Source Not Found),N/A,0.0
59,What may be the reason for the speaker to be so critical of the concept of language ?,inferential,They are concerned about the lack of a coherent language .,natural language,0.0,0.15384615384615385,0,2.457,Retrieval Error (Source Not Found),N/A,0.06258997308631158
60,Which of the following is true of the circular economy ?,comparative,It is a system of reversing the cycle of production .,2050 level,1.0,0.0,1,2.814,Generation Error (Low Overlap),1,0.0
61,What is the term for the physical boundaries of a plate?,factual,(d).,solid core .,0.5,0.0,1,2.316,Generation Error (Low Overlap),2,0.0
62,"m , j + n ) + B ( m , n )  Bigr     f ( i + m , j + n ) + B ( m , n )  For example , the dilation at position (",inferential,"m , j + n ) + B ( m , n )  Bigr     f ( i + m , j + n ) + B ( m , n )  For example , the dilation at position (","The dilation at position ( 1 , 1 ) is calculated as : ( f  B ) ( 1 , 1 ) = max ( f ( 0 , 0 ) + B (  1 ,  1) , 45 + 1; f ( 1 , 0 ) + B ( 0 ,  1) , 50 + 2; f ( 2 , 0 ) +",1.0,0.48780487804878053,1,8.796,Success,1,0.055451276349753394
63,What was the name of the system that was abolished in August 1789 ?,factual,(iv),is a contraction of the term feudalism,1.0,0.0,1,2.673,Generation Error (Low Overlap),1,0.0
64,Which of the following is true of public health programs ?,comparative,They are effective .,The relevant sentence in the passage is:,1.0,0.0,1,2.599,Generation Error (Low Overlap),1,0.0
65,What is the most common way to measure the distance between two objects?,factual,(iv),"The relevant sentence in the passage is: Several laws have been proposed , and Tobler 's first law of geography is the most generally accepted in geography .",0.0,0.0,0,4.286,Retrieval Error (Source Not Found),N/A,0.0
66,Which of the following is true of the sultanate ?,comparative,He was a sultan .,The Khalji dynasty conquered much of central India while forcing the principal Hindu kingdoms of South India to become vassal states. The sultanate ushered in a period of Indian cultural renaissance .,1.0,0.125,1,6.713,Generation Error (Low Overlap),1,0.018617813523979742
67,"Which of the following is not a characteristic of macroeconomics: output, unemployment, or inflation?",comparative,inflation,GDP is the same as GNI .,1.0,0.0,1,2.651,Generation Error (Low Overlap),1,0.0
68,What may be the reason for the enlightenment being closely tied to the Enlightenment ?,inferential,The Scientific Revolution was a revolution in science .,"The relevant sentence in the passage is: Norman Davies has argued that Freemasonry was a powerful force on behalf of Liberalism and Enlightenment ideas in Europe , from about 1700 to the 20th century .",1.0,0.25,1,5.457,Success,1,0.04580432392817882
69,What may be the reason for the appointment ?,inferential,None of the above choices .,The medical encounter is recorded in the medical record .,0.0,0.28571428571428575,0,2.811,Retrieval Error (Source Not Found),N/A,0.10160536476325951
70,What may be the reason for the team to win the championship ?,inferential,They won the championship .,Group A,0.0,0.0,0,2.19,Retrieval Error (Source Not Found),N/A,0.0
71,Which country was the first to sign the Antarctic Treaty?,factual,Soviet Union,repression,1.0,0.0,1,2.237,Generation Error (Low Overlap),1,0.0
72,What may be the reason for their view that one is saved by faith alone ?,inferential,They believe that God 's future judgement for Christians only consisted of temporal punishment and reward .,"Free grace theologians have taken this to mean that those who have not served Christ will be saved , but forfeit eternal rewards .",1.0,0.09999999999999999,1,4.082,Generation Error (Low Overlap),1,0.02449179524859172
73,Question: What is the best title for the passage?Options:A A book about the Karakalpak peopleB A book about the Karakalpak peopleC A book about the Karakalpak peopleD A book about the Karakalpak peopleAnswer:A,multi-hop,A book about the Karakalpak people,"The Selfish Gene , the book focuses on the evolution of the human genome .",0.5,0.2222222222222222,1,3.67,Success,2,0.06053451980992161
74,What may be the reason for the repression of protestors ?,inferential,The government did not want to interfere in the revolution .,Poison Gas,0.0,0.0,0,2.293,Retrieval Error (Source Not Found),N/A,0.0
75,What is the likely relationship between the two authors ?,inferential,They are colleagues .,The Elgar Dictionary of Economic Quotations . Edward Elgar . ISBN 978-1-521-31644-6,0.0,0.14285714285714288,0,3.663,Retrieval Error (Source Not Found),N/A,0.0389893948845914
76,What was the first theory of diffraction for light?,factual,wave optics,slit,1.0,0.0,1,2.637,Generation Error (Low Overlap),1,0.0
77,What may be the reason for the passage?,inferential,To describe the passage.,The narrator is a Christian .,0.0,0.2,0,3.238,Retrieval Error (Source Not Found),N/A,0.061747452917567155
78,What may be the reason for central banks to be reluctant to follow money growth targets ?,inferential,They believe that the money stock measures that central banks can control tightly .,Inflation is caused primarily by too much growth in the money supply,1.0,0.16,1,2.986,Generation Error (Low Overlap),1,0.053565450284566454
79,Which of the following is true of the computer ?,comparative,It has memory .,code,0.5,0.0,1,2.106,Generation Error (Low Overlap),2,0.0
80,Which of the following is true of the circular economy?,comparative,It is a process of remaking a product or service into a new product or service.,2050 level,1.0,0.0,1,2.242,Generation Error (Low Overlap),1,0.0
81,What is the main cause of the construction 's environmental impact ?,factual,the generation of contaminant residues,The narrator believes that the circular economy can help reduce the environmental impact of the industry .,1.0,0.21052631578947364,1,4.319,Success,1,0.048732943469785565
82,What is the simplest way to access the intranet ?,factual,web browser,Internet,1.0,0.0,1,2.129,Generation Error (Low Overlap),1,0.0
83,What may be the reason for the Expedition 's fuel economy ?,inferential,Ford wanted to make the SUV more fuel-efficient .,The Expedition 's performance .,1.0,0.2857142857142857,1,2.543,Success,1,0.1123090745732255
84,What may be the reason for their rehearsing ?,inferential,They wanted to get their music out there .,The medical encounter is recorded in the medical record .,0.0,0.11764705882352941,0,2.726,Retrieval Error (Source Not Found),N/A,0.04314156905886667
85,What is the most important factor that determines the success of a design ?,factual,human usability,"The relevant sentence in the passage is:  Everyone designs who devises courses of action aimed at changing existing situations into preferred ones . '' This applies to new artifacts , whose existing state is undefined , and previously created artifacts , whose state stands to be improved .  Industrial design can overlap significantly with engineering design , and in different countries the boundaries of the two concepts can vary , but in general engineering",0.0,0.0,0,9.0,Retrieval Error (Source Not Found),N/A,0.0
86,What is the premise of the text?,factual,specific performance is not absolute and does not guarantee success,Meme,0.0,0.0,0,2.162,Retrieval Error (Source Not Found),N/A,0.0
87,Which of the following is true according to the passage? (A) The message passing interface is the most widely used message-passing system API. (B) The message passing interface is the most widely used message-passing system API. (C) The message passing interface is the most widely used message-passing system API.,multi-hop,(A),Distributed Computing,0.3333333333333333,0.0,1,2.367,Generation Error (Low Overlap),3,0.0
88,What is the likely outcome of the experiment?,inferential,(iii),improved quality,0.0,0.0,0,3.094,Retrieval Error (Source Not Found),N/A,0.0
89,Which of the following is true of the rule of law?,comparative,"The law is clear , consistent and open",The text is a biography of Ronald Dworkin .,1.0,0.23529411764705882,1,2.879,Success,1,0.08169934640522876
90,What is the difference between a computer and a computer?,factual,The ENIAC was a computer that was programmed to work on a computer.,"The relevant sentence in the passage is: It has since been argued that computer science can be classified as an engineering discipline since it makes use of empirical testing to evaluate the correctness of programs , but a problem remains in defining the laws and the theorems of computer science ( if any exist ) and defining the nature of experiments in computer science .",0.0,0.17241379310344826,0,7.18,Retrieval Error (Source Not Found),N/A,0.024009719134305565
91,What is the narrator likely to do next?,inferential,They will look at the data .,"The relevant sentence in the passage is: Michael believes the humans would have improved if given a push in the right direction , which gives him a new idea ; Gen reluctantly agrees and resets the humans ' memories . Eleanor returns to Earth right before her death , but she is saved by an unseen person . Eleanor quits her shady pharmaceutical job , joins an environmental group , and seeks to",0.0,0.06349206349206349,0,9.014,Retrieval Error (Source Not Found),N/A,0.007042935495514531
92,What is the name of the first robot on the Web ?,factual,The Lone Wanderer,The narrator uses Jughead to describe Jughead 's functionality .,1.0,0.16666666666666666,1,3.522,Generation Error (Low Overlap),1,0.0473081653893462
93,What is the most common type of encryption?,factual,cipher,is a cryptography standard that is widely used in the United States.,1.0,0.0,1,3.643,Generation Error (Low Overlap),1,0.0
94,What was the aim of the program?,factual,rebuild the democratic and economic systems of Europe,is broken,0.0,0.0,0,2.157,Retrieval Error (Source Not Found),N/A,0.0
95,What is the most likely reason that Grotius was deeply concerned with matters of conflicts between nations in the context of opposition stemming from religious differences ?,inferential,Grotius was deeply concerned with matters of conflicts between nations in the context of opposition stemming from religious differences .,"The term nationalism as derived from the noun designating 'nations ' is a newer word ; in the English language , dating to around 1798 . The term gained wider prominence in the 19th century .",1.0,0.16666666666666666,1,5.333,Generation Error (Low Overlap),1,0.031246094238220216
96,"What may be the reason for the sentence "" a particle 's energy , momentum , and other physical properties may yield"" ?",inferential,to describe the properties of a particle,Quantum mechanics,1.0,0.0,1,3.28,Generation Error (Low Overlap),1,0.0
97,What is the name of the newspaper that was established by John R. Rice?,factual,The Sword of the Lord,Theological Seminary,1.0,0.0,1,2.314,Generation Error (Low Overlap),1,0.0
98,What may be the reason for the challenge mentioned ?,inferential,To make the process easier .,complexity theory agnostic,0.0,0.0,0,2.479,Retrieval Error (Source Not Found),N/A,0.0
99,What is the most common type of fish?,factual,(4).,The narrator believes that the jellyfish is a very large jellyfish in the family Phacellophoridae .,0.0,0.0,0,3.975,Retrieval Error (Source Not Found),N/A,0.0
